"";"Origin";"Rating";"Price";"Titles";"Awards";"Vintage";"Country"
"DomdechantWerner2012HochheimerKabinettRiesling(Rheingau)1";"Germany";89;19;"DomdechantWerner2012HochheimerKabinettRiesling(Rheingau)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferSonnenuhrAuslese#10Riesling(Mosel)";"Germany";89;60;"FritzHaag2012BraunebergerJufferSonnenuhrAuslese#10Riesling(Mosel)";"";2012;"Germany"
"PaulAnheuser2012KreuznacherKahlenbergSpätleseRiesling(Nahe)1";"Germany";89;19;"PaulAnheuser2012KreuznacherKahlenbergSpätleseRiesling(Nahe)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BerncastelerDoctorKabinettRiesling(Mosel)";"Germany";89;42;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BerncastelerDoctorKabinettRiesling(Mosel)";"";2012;"Germany"
"MaximinGrünhäuser2012TrockenRiesling(Mosel)";"Germany";89;22;"MaximinGrünhäuser2012TrockenRiesling(Mosel)";"";2012;"Germany"
"EscherHaus2012Riesling(Rheinhessen)";"Germany";89;14;"EscherHaus2012Riesling(Rheinhessen)";"BestBuy";2012;"Germany"
"St.Urbans-Hof2012OckfenerBocksteinErsteLageSpätleseRiesling(Mosel)";"Germany";89;34;"St.Urbans-Hof2012OckfenerBocksteinErsteLageSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BraunbergerJuffer-SonnenuhrSpatlëseRiesling(Mosel)";"Germany";89;28;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BraunbergerJuffer-SonnenuhrSpatlëseRiesling(Mosel)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012Riesling(Mosel)";"Germany";89;10;"Dr.Heidemanns-Bergweiler2012Riesling(Mosel)";"BestBuy";2012;"Germany"
"Bollig-Lehnert2012PiesperterGoldtröpfchenSpätleseRiesling(Mosel)";"Germany";89;21;"Bollig-Lehnert2012PiesperterGoldtröpfchenSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Fischer2012SaarburgerOldVinesTrockenRiesling(Mosel)";"Germany";89;16;"Dr.Fischer2012SaarburgerOldVinesTrockenRiesling(Mosel)";"";2012;"Germany"
"ReichsgrafvonKesselstatt2012GraachJosephshöferGLKabinettRiesling(Mosel)";"Germany";89;31;"ReichsgrafvonKesselstatt2012GraachJosephshöferGLKabinettRiesling(Mosel)";"";2012;"Germany"
"PrinzSalm2012FelseneckWallhausenGrosseLageSpätleseRiesling(Nahe)";"Germany";89;55;"PrinzSalm2012FelseneckWallhausenGrosseLageSpätleseRiesling(Nahe)";"";2012;"Germany"
"PaulAnheuser2012SchlossböckelheimerKönigsfelsKabinettRiesling(Nahe)";"Germany";88;16;"PaulAnheuser2012SchlossböckelheimerKönigsfelsKabinettRiesling(Nahe)";"";2012;"Germany"
"RichardBöcking2012MTrarbacherBurgbergKabinettRiesling(Mosel)";"Germany";88;35;"RichardBöcking2012MTrarbacherBurgbergKabinettRiesling(Mosel)";"";2012;"Germany"
"RobertWeil2012TraditionRiesling(Rheingau)";"Germany";88;20;"RobertWeil2012TraditionRiesling(Rheingau)";"";2012;"Germany"
"VillaHuesgen2012NineGenerationsRiesling(Mosel)";"Germany";88;20;"VillaHuesgen2012NineGenerationsRiesling(Mosel)";"";2012;"Germany"
"Dr.Fischer2012OckfenerBocksteinSpatlëseRiesling(Mosel)";"Germany";88;24;"Dr.Fischer2012OckfenerBocksteinSpatlëseRiesling(Mosel)";"";2012;"Germany"
"PeterNicolay2012DryRiesling(Mosel)";"Germany";88;15;"PeterNicolay2012DryRiesling(Mosel)";"";2012;"Germany"
"Dr.PaulyBergweiler2012BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";88;22;"Dr.PaulyBergweiler2012BernkastelerBadstubeKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";88;22;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BernkastelerBadstubeKabinettRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012PiesporterGoldtröpfchenSpätleseRiesling(Mosel)";"Germany";88;15;"LeonardKreusch2012PiesporterGoldtröpfchenSpätleseRiesling(Mosel)";"";2012;"Germany"
"RobertWeil2012TraditionKabinettRiesling(Rheingau)";"Germany";88;30;"RobertWeil2012TraditionKabinettRiesling(Rheingau)";"";2012;"Germany"
"VillaHuesgen2012EnkircherSteffensbergKabinettFeinherbRiesling(Mosel)";"Germany";88;40;"VillaHuesgen2012EnkircherSteffensbergKabinettFeinherbRiesling(Mosel)";"";2012;"Germany"
"BaronKnyphausen2012FeinherbRiesling(Rheingau)";"Germany";87;30;"BaronKnyphausen2012FeinherbRiesling(Rheingau)";"";2012;"Germany"
"PeterMertes2012PlatinumRiesling(Rheinhessen)";"Germany";87;9;"PeterMertes2012PlatinumRiesling(Rheinhessen)";"BestBuy";2012;"Germany"
"LeonardKreusch2012BernkastelerKurfürstlayKabinettRiesling(Mosel)";"Germany";86;14;"LeonardKreusch2012BernkastelerKurfürstlayKabinettRiesling(Mosel)";"";2012;"Germany"
"Landshut2012Riesling(Mosel)";"Germany";86;5;"Landshut2012Riesling(Mosel)";"BestBuy";2012;"Germany"
"LouisGuntrum2012Riesling(Germany)";"Germany";86;13;"LouisGuntrum2012Riesling(Germany)";"";2012;"Germany"
"Dr.Loosen2012ErdenerTreppchenSpätleseRiesling(Mosel)";"Germany";94;34;"Dr.Loosen2012ErdenerTreppchenSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BerncastelerDoctorAusleseRiesling(Mosel)";"Germany";94;52;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BerncastelerDoctorAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BernkastelerLayAusleseRiesling(Mosel)";"Germany";93;38;"Dr.H.Thanisch(ErbenMüller-Burggraef)2012BernkastelerLayAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"SchlossSaarstein2012SerrigSchlossSaarsteinerAusleseRiesling(Mosel)";"Germany";93;71;"SchlossSaarstein2012SerrigSchlossSaarsteinerAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Dr.Hermann2012ErdenerTreppchenSpätleseRiesling(Mosel)";"Germany";93;32;"Dr.Hermann2012ErdenerTreppchenSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"MaximinGrünhäuser2012HerrenbergAuslese24Riesling(Mosel)";"Germany";93;66;"MaximinGrünhäuser2012HerrenbergAuslese24Riesling(Mosel)";"Editors’Choice";2012;"Germany"
"Thörle2012SaulheimerKalksteinTrockenRiesling(Rheinhessen)";"Germany";93;28;"Thörle2012SaulheimerKalksteinTrockenRiesling(Rheinhessen)";"Editors’Choice";2012;"Germany"
"AugustKesseler2012LorcherSchlossbergKabinettErsteLageRiesling(Rheingau)";"Germany";93;36;"AugustKesseler2012LorcherSchlossbergKabinettErsteLageRiesling(Rheingau)";"Editors’Choice";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012BernkastelerBadstubeAusleseRiesling(Mosel)";"Germany";93;38;"Dr.Heidemanns-Bergweiler2012BernkastelerBadstubeAusleseRiesling(Mosel)";"CellarSelection";2012;"Germany"
"Dr.Loosen2012ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"Germany";93;34;"Dr.Loosen2012ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"PeterNicolay2012ÜrzigerGoldwingertSpätleseRiesling(Mosel)";"Germany";93;25;"PeterNicolay2012ÜrzigerGoldwingertSpätleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"Thörle2012TrockenRiesling(Rheinhessen)";"Germany";92;20;"Thörle2012TrockenRiesling(Rheinhessen)";"";2012;"Germany"
"Dr.PaulyBergweiler2012BernkasteleralteBadstubeamDoctorbergAusleseRiesling(Mosel)";"Germany";92;57;"Dr.PaulyBergweiler2012BernkasteleralteBadstubeamDoctorbergAusleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"Dr.Hermann2012ErdenerTreppchenHerzlaySpätleseGoldkapRiesling(Mosel)";"Germany";92;40;"Dr.Hermann2012ErdenerTreppchenHerzlaySpätleseGoldkapRiesling(Mosel)";"";2012;"Germany"
"Dr.PaulyBergweiler2012WehlenerSonnenuhrAusleseRiesling(Mosel)";"Germany";92;43;"Dr.PaulyBergweiler2012WehlenerSonnenuhrAusleseRiesling(Mosel)";"Editors’Choice";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012GraacherHimmelreichSpätleseRiesling(Mosel)";"Germany";92;25;"Dr.Heidemanns-Bergweiler2012GraacherHimmelreichSpätleseRiesling(Mosel)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012AylerKuppKabinettRiesling(Mosel)";"Germany";91;23;"BischöflicheWeingüterTrier2012AylerKuppKabinettRiesling(Mosel)";"";2012;"Germany"
"DomdechantWerner2012HochheimerDomdechaneyTrockenRiesling(Rheingau)";"Germany";91;36;"DomdechantWerner2012HochheimerDomdechaneyTrockenRiesling(Rheingau)";"";2012;"Germany"
"SchlossVollrads2012MediumDryKabinettRiesling(Rheingau)";"Germany";91;25;"SchlossVollrads2012MediumDryKabinettRiesling(Rheingau)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"Germany";91;25;"Dr.Heidemanns-Bergweiler2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012GraacherHimmelreichAusleseRiesling(Mosel)";"Germany";91;38;"Dr.Heidemanns-Bergweiler2012GraacherHimmelreichAusleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Loosen2012BernkastelerLayKabinettRiesling(Mosel)";"Germany";91;22;"Dr.Loosen2012BernkastelerLayKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.PaulyBergweiler2012BernkasteleralteBadstubeamDoctorbergKabinettRiesling(Mosel)";"Germany";91;26;"Dr.PaulyBergweiler2012BernkasteleralteBadstubeamDoctorbergKabinettRiesling(Mosel)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012ScharzhofbergerKabinettRiesling(Mosel)";"Germany";91;23;"BischöflicheWeingüterTrier2012ScharzhofbergerKabinettRiesling(Mosel)";"";2012;"Germany"
"Bollig-Lehnert2012TrittenheimerApothekeAusleseRiesling(Mosel)";"Germany";91;23;"Bollig-Lehnert2012TrittenheimerApothekeAusleseRiesling(Mosel)";"";2012;"Germany"
"WeingutGeorgAlbrechtSchneider2012NiersteinerHippingvomRottligendenSpätleseTrockenRiesling(Rheinhessen)";"Germany";91;17;"WeingutGeorgAlbrechtSchneider2012NiersteinerHippingvomRottligendenSpätleseTrockenRiesling(Rheinhessen)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012BernkastelerBadstubeKabinettRiesling(Mosel)";"Germany";91;18;"Dr.Heidemanns-Bergweiler2012BernkastelerBadstubeKabinettRiesling(Mosel)";"";2012;"Germany"
"Bollig-Lehnert2012PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"Germany";90;18;"Bollig-Lehnert2012PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"";2012;"Germany"
"DomdechantWerner2012HochheimerKirchenstückTrockenRiesling(Rheingau)";"Germany";90;35;"DomdechantWerner2012HochheimerKirchenstückTrockenRiesling(Rheingau)";"";2012;"Germany"
"ReichsgrafvonKesselstatt2012PiesporterGoldtröpfchenKabinettGLRiesling(Mosel)";"Germany";90;31;"ReichsgrafvonKesselstatt2012PiesporterGoldtröpfchenKabinettGLRiesling(Mosel)";"";2012;"Germany"
"WeingutLiebfrauenstift2012DryRiesling(Rheinhessen)";"Germany";90;18;"WeingutLiebfrauenstift2012DryRiesling(Rheinhessen)";"";2012;"Germany"
"Dr.PaulyBergweiler2012BernkastelerBadstubeAusleseRiesling(Mosel)";"Germany";90;30;"Dr.PaulyBergweiler2012BernkastelerBadstubeAusleseRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012PiesporterGoldtröpfchenAusleseRiesling(Mosel)";"Germany";90;18;"LeonardKreusch2012PiesporterGoldtröpfchenAusleseRiesling(Mosel)";"";2012;"Germany"
"LeonardKreusch2012PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"Germany";90;16;"LeonardKreusch2012PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"";2012;"Germany"
"PrinzSalm2012TrockenRiesling(Rheinhessen)";"Germany";90;30;"PrinzSalm2012TrockenRiesling(Rheinhessen)";"";2012;"Germany"
"DomdechantWerner2012HochheimerHölleKabinettTrockenRiesling(Rheingau)";"Germany";90;20;"DomdechantWerner2012HochheimerHölleKabinettTrockenRiesling(Rheingau)";"";2012;"Germany"
"Dr.PaulyBergweiler2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"Germany";90;30;"Dr.PaulyBergweiler2012BernkastelerBadstubeSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012BernkasteleralteBadstubeamDoctorbergKabinettRiesling(Mosel)";"Germany";90;28;"Dr.Heidemanns-Bergweiler2012BernkasteleralteBadstubeamDoctorbergKabinettRiesling(Mosel)";"";2012;"Germany"
"Bollig-Lehnert2012DhronerHofbergerAusleseRiesling(Mosel)";"Germany";90;23;"Bollig-Lehnert2012DhronerHofbergerAusleseRiesling(Mosel)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012DomRiesling(Mosel)";"Germany";90;17;"BischöflicheWeingüterTrier2012DomRiesling(Mosel)";"";2012;"Germany"
"HeinzEifel2012AusleseRiesling(Mosel)";"Germany";90;14;"HeinzEifel2012AusleseRiesling(Mosel)";"BestBuy";2012;"Germany"
"PeterNicolay2012Riesling(Mosel)";"Germany";90;12;"PeterNicolay2012Riesling(Mosel)";"BestBuy";2012;"Germany"
"AugustKesseler2012RKabinettRiesling(Pfalz)";"Germany";90;18;"AugustKesseler2012RKabinettRiesling(Pfalz)";"Editors’Choice";2012;"Germany"
"BischöflicheWeingüterTrier2012PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"Germany";90;23;"BischöflicheWeingüterTrier2012PiesporterGoldtröpfchenKabinettRiesling(Mosel)";"";2012;"Germany"
"Dr.Heidemanns-Bergweiler2012BernkasteleralteBadstubeamDoctorbergSpätleseRiesling(Mosel)";"Germany";90;33;"Dr.Heidemanns-Bergweiler2012BernkasteleralteBadstubeamDoctorbergSpätleseRiesling(Mosel)";"";2012;"Germany"
"Dr.Hermann2012ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"Germany";90;32;"Dr.Hermann2012ÜrzigerWürzgartenSpätleseRiesling(Mosel)";"";2012;"Germany"
"PeterNicolay2012BlueSlateRiesling(Mosel)";"Germany";90;15;"PeterNicolay2012BlueSlateRiesling(Mosel)";"BestBuy";2012;"Germany"
"BlueFish2012SweetRiesling(Pfalz)";"Germany";89;10;"BlueFish2012SweetRiesling(Pfalz)";"BestBuy";2012;"Germany"
"LeonardKreusch2012BernkastelerKurfürstlayAusleseRiesling(Mosel)";"Germany";89;16;"LeonardKreusch2012BernkastelerKurfürstlayAusleseRiesling(Mosel)";"";2012;"Germany"
"BaronKnyphausen2012ErbachOrtslageKabinettTrockenRiesling(Rheingau)";"Germany";89;31;"BaronKnyphausen2012ErbachOrtslageKabinettTrockenRiesling(Rheingau)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012AylerKuppSpätleseRiesling(Mosel)";"Germany";89;29;"BischöflicheWeingüterTrier2012AylerKuppSpätleseRiesling(Mosel)";"";2012;"Germany"
"Züm2012Riesling(Mosel)";"Germany";89;10;"Züm2012Riesling(Mosel)";"BestBuy";2012;"Germany"
"PrinzSalm2012VomBingerBergrückenOrtsweinTrockenRiesling(Rheinhessen)";"Germany";89;40;"PrinzSalm2012VomBingerBergrückenOrtsweinTrockenRiesling(Rheinhessen)";"";2012;"Germany"
"ClearNight2012Riesling(Pfalz)";"Germany";89;11;"ClearNight2012Riesling(Pfalz)";"BestBuy";2012;"Germany"
"FritzHaag2012BraunebergerKabinettRiesling(Mosel)";"Germany";89;32;"FritzHaag2012BraunebergerKabinettRiesling(Mosel)";"";2012;"Germany"
"S.A.Prüm2012EssenceRiesling(Mosel)";"Germany";89;13;"S.A.Prüm2012EssenceRiesling(Mosel)";"BestBuy";2012;"Germany"
"CarlEhrhard2012RüdesheimerKabinettTrockenRiesling(Rheingau)";"Germany";88;16;"CarlEhrhard2012RüdesheimerKabinettTrockenRiesling(Rheingau)";"";2012;"Germany"
"RobertWeil2012KiedrichTurmbergTrockenRiesling(Rheingau)";"Germany";88;58;"RobertWeil2012KiedrichTurmbergTrockenRiesling(Rheingau)";"";2012;"Germany"
"RobertWeil2012TrockenRiesling(Rheingau)";"Germany";88;20;"RobertWeil2012TrockenRiesling(Rheingau)";"";2012;"Germany"
"CarlEhrhard2012RüdesheimerKabinettFeinherbRiesling(Rheingau)";"Germany";88;16;"CarlEhrhard2012RüdesheimerKabinettFeinherbRiesling(Rheingau)";"";2012;"Germany"
"Dr.Nägler2012RüdesheimerBergRottlandKabinettTrockenRiesling(Rheingau)";"Germany";88;20;"Dr.Nägler2012RüdesheimerBergRottlandKabinettTrockenRiesling(Rheingau)";"";2012;"Germany"
"DomdechantWerner2012HochheimerClassicRiesling(Rheingau)";"Germany";88;20;"DomdechantWerner2012HochheimerClassicRiesling(Rheingau)";"";2012;"Germany"
"PeterJakobKühn2012Stock&SteinTrockenRiesling(Rheingau)";"Germany";88;17;"PeterJakobKühn2012Stock&SteinTrockenRiesling(Rheingau)";"";2012;"Germany"
"BaronKnyphausen2012RoterFeinherbRiesling(Rheingau)";"Germany";87;57;"BaronKnyphausen2012RoterFeinherbRiesling(Rheingau)";"";2012;"Germany"
"GerdAnselmann2012KabinettRiesling(Pfalz)";"Germany";87;15;"GerdAnselmann2012KabinettRiesling(Pfalz)";"";2012;"Germany"
"BaronKnyphausen2012TrockenRiesling(Rheingau)";"Germany";86;30;"BaronKnyphausen2012TrockenRiesling(Rheingau)";"";2012;"Germany"
"SaintM2012Riesling(Pfalz)";"Germany";86;12;"SaintM2012Riesling(Pfalz)";"";2012;"Germany"
"FritzHaag2012BraunebergerJufferFeinherbRiesling(Mosel)";"Germany";92;NA;"FritzHaag2012BraunebergerJufferFeinherbRiesling(Mosel)";"";2012;"Germany"
"SchlossVollrads2012SpätleseRiesling(Rheingau)";"Germany";91;31;"SchlossVollrads2012SpätleseRiesling(Rheingau)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012DomDryRiesling(Mosel)";"Germany";90;17;"BischöflicheWeingüterTrier2012DomDryRiesling(Mosel)";"";2012;"Germany"
"BischöflicheWeingüterTrier2012DomOff-DryRiesling(Mosel)";"Germany";89;17;"BischöflicheWeingüterTrier2012DomOff-DryRiesling(Mosel)";"";2012;"Germany"
"Johannishof2012RüdesheimerBergRottlandSpätleseRiesling(Rheingau)";"Germany";89;42;"Johannishof2012RüdesheimerBergRottlandSpätleseRiesling(Rheingau)";"";2012;"Germany"
"Johannishof2012JohannisbergerKlausSpätleseRiesling(Rheingau)";"Germany";88;42;"Johannishof2012JohannisbergerKlausSpätleseRiesling(Rheingau)";"";2012;"Germany"
"Fitz-Ritter2012DürkheimerDry-StyleRiesling(Pfalz)";"Germany";88;19;"Fitz-Ritter2012DürkheimerDry-StyleRiesling(Pfalz)";"";2012;"Germany"
"Fitz-Ritter2012DürkheimerAbtsfronhofTrockenRiesling(Pfalz)";"Germany";87;28;"Fitz-Ritter2012DürkheimerAbtsfronhofTrockenRiesling(Pfalz)";"";2012;"Germany"
"HeinrichVollmer2012MediumDryRiesling(Pfalz)";"Germany";86;12;"HeinrichVollmer2012MediumDryRiesling(Pfalz)";"";2012;"Germany"
"JosefJamek2012RiedKlausSmaragdRiesling(Wachau)";"Austria";95;75;"JosefJamek2012RiedKlausSmaragdRiesling(Wachau)";"";2012;"Austria"
"RudiPichler2012WösendorferKirchwegSmaragdRiesling(Wachau)";"Austria";95;75;"RudiPichler2012WösendorferKirchwegSmaragdRiesling(Wachau)";"CellarSelection";2012;"Austria"
"RudiPichler2012WösendorferHochrainSmaragdRiesling(Wachau)";"Austria";95;80;"RudiPichler2012WösendorferHochrainSmaragdRiesling(Wachau)";"";2012;"Austria"
"Hirsch2012GaisbergReserveRiesling(Kamptal)";"Austria";94;28;"Hirsch2012GaisbergReserveRiesling(Kamptal)";"";2012;"Austria"
"Salomon-Undhof2012SteinerKöglReserveRiesling(Kremstal)";"Austria";94;55;"Salomon-Undhof2012SteinerKöglReserveRiesling(Kremstal)";"";2012;"Austria"
"Eichinger2012HeiligensteinReserveRiesling(Kamptal)";"Austria";94;35;"Eichinger2012HeiligensteinReserveRiesling(Kamptal)";"CellarSelection";2012;"Austria"
"Mantlerhof2012WielandReserveRiesling(Kremstal)";"Austria";94;NA;"Mantlerhof2012WielandReserveRiesling(Kremstal)";"";2012;"Austria"
"Pichler-Krutzler2012WunderburgRiesling(Wachau)";"Austria";94;55;"Pichler-Krutzler2012WunderburgRiesling(Wachau)";"CellarSelection";2012;"Austria"
"StiftGöttweig2012SilberbichlReserveRiesling(Kremstal)";"Austria";94;NA;"StiftGöttweig2012SilberbichlReserveRiesling(Kremstal)";"Editors’Choice";2012;"Austria"
"Allram2012HeiligensteinReserveRiesling(Kamptal)";"Austria";94;42;"Allram2012HeiligensteinReserveRiesling(Kamptal)";"";2012;"Austria"
"SchlossGobelsburg2012HeiligensteinReserveRiesling(Kamptal)";"Austria";94;41;"SchlossGobelsburg2012HeiligensteinReserveRiesling(Kamptal)";"";2012;"Austria"
"Tegernseerhof2012SteinertalSmaragdRiesling(Wachau)";"Austria";94;44;"Tegernseerhof2012SteinertalSmaragdRiesling(Wachau)";"";2012;"Austria"
"Loimer2012SteinmasslReserveRiesling(Kamptal)";"Austria";94;NA;"Loimer2012SteinmasslReserveRiesling(Kamptal)";"";2012;"Austria"
"Jurtschitsch2012HeiligensteinReserveRiesling(Kamptal)";"Austria";94;NA;"Jurtschitsch2012HeiligensteinReserveRiesling(Kamptal)";"";2012;"Austria"
"Arndorfer2012StrasserWinbergeReserveRiesling(Kamptal)";"Austria";93;28;"Arndorfer2012StrasserWinbergeReserveRiesling(Kamptal)";"";2012;"Austria"
"Eichinger2012GaisbergReserveRiesling(Kamptal)";"Austria";93;30;"Eichinger2012GaisbergReserveRiesling(Kamptal)";"";2012;"Austria"
"Mantlerhof2012SteingrabenReserveRiesling(Kremstal)";"Austria";93;NA;"Mantlerhof2012SteingrabenReserveRiesling(Kremstal)";"";2012;"Austria"
"Jäger2012AchleitenSmaragdRiesling(Wachau)";"Austria";93;45;"Jäger2012AchleitenSmaragdRiesling(Wachau)";"";2012;"Austria"
"Eder2012SmaragdRiesling(Wachau)";"Austria";93;30;"Eder2012SmaragdRiesling(Wachau)";"";2012;"Austria"
"Pichler-Krutzler2012LoibenbergRiesling(Wachau)";"Austria";93;42;"Pichler-Krutzler2012LoibenbergRiesling(Wachau)";"";2012;"Austria"
"Nigl2012SenftenbergerHochäckerReserveRiesling(Kremstal)";"Austria";93;NA;"Nigl2012SenftenbergerHochäckerReserveRiesling(Kremstal)";"";2012;"Austria"
"Allram2012GaisbergReserveRiesling(Kamptal)";"Austria";93;33;"Allram2012GaisbergReserveRiesling(Kamptal)";"";2012;"Austria"
"Lagler20121000EimerbergSmaragdRiesling(Wachau)";"Austria";93;NA;"Lagler20121000EimerbergSmaragdRiesling(Wachau)";"";2012;"Austria"
"Hiedler2012GaisbergReserveRiesling(Kamptal)";"Austria";93;NA;"Hiedler2012GaisbergReserveRiesling(Kamptal)";"";2012;"Austria"
"Hirsch2012HeiligensteinReserveRiesling(Kamptal)";"Austria";92;28;"Hirsch2012HeiligensteinReserveRiesling(Kamptal)";"";2012;"Austria"
"HermannMoser2012KellerterassenReserveGelblingRiesling(Kremstal)";"Austria";92;45;"HermannMoser2012KellerterassenReserveGelblingRiesling(Kremstal)";"";2012;"Austria"
"Hiedler2012HeiligensteinReserveRiesling(Kamptal)";"Austria";92;NA;"Hiedler2012HeiligensteinReserveRiesling(Kamptal)";"";2012;"Austria"
"Loimer2012SeebergReserveRiesling(Kamptal)";"Austria";92;NA;"Loimer2012SeebergReserveRiesling(Kamptal)";"";2012;"Austria"
"Proidl2012SenftenbergerEhrenfelsReserveRiesling(Kremstal)";"Austria";92;43;"Proidl2012SenftenbergerEhrenfelsReserveRiesling(Kremstal)";"";2012;"Austria"
"SchlossGobelsburg2012GaisbergReserveRiesling(Kamptal)";"Austria";91;23;"SchlossGobelsburg2012GaisbergReserveRiesling(Kamptal)";"";2012;"Austria"
"Nigl2012PrivatSenftenbergerPellingenReserveRiesling(Kremstal)";"Austria";91;NA;"Nigl2012PrivatSenftenbergerPellingenReserveRiesling(Kremstal)";"";2012;"Austria"
"Felsner2012GelblingReserveRiesling(Kamptal)";"Austria";91;25;"Felsner2012GelblingReserveRiesling(Kamptal)";"";2012;"Austria"
"JosefSchmid2012SunogelnReserveRiesling(Kremstal)";"Austria";91;40;"JosefSchmid2012SunogelnReserveRiesling(Kremstal)";"";2012;"Austria"
"StadtKrems2012GrillenparzReserveRiesling(Kremstal)";"Austria";91;40;"StadtKrems2012GrillenparzReserveRiesling(Kremstal)";"";2012;"Austria"
"Steininger2012NovemberleseReserveRiesling(Kamptal)";"Austria";91;34;"Steininger2012NovemberleseReserveRiesling(Kamptal)";"";2012;"Austria"
"Zull2012InnereBergenRiesling(Niederösterreich)";"Austria";90;21;"Zull2012InnereBergenRiesling(Niederösterreich)";"";2012;"Austria"
"Arndorfer2012DieLeidenschaftRiesling(Niederösterreich)";"Austria";90;60;"Arndorfer2012DieLeidenschaftRiesling(Niederösterreich)";"";2012;"Austria"
"Fritsch2012KapuzinerbergRiesling(Niederösterreich)";"Austria";89;NA;"Fritsch2012KapuzinerbergRiesling(Niederösterreich)";"";2012;"Austria"
"AntonBauer2012AlteRebenRiesling(Wagram-Donauland)";"Austria";89;35;"AntonBauer2012AlteRebenRiesling(Wagram-Donauland)";"";2012;"Austria"
"Ebner-Ebenauer2012AlteRebenRiesling(Niederösterreich)";"Austria";87;47;"Ebner-Ebenauer2012AlteRebenRiesling(Niederösterreich)";"";2012;"Austria"
"KurtAngerer2012AmetzbergRiesling(Niederösterreich)";"Austria";87;NA;"KurtAngerer2012AmetzbergRiesling(Niederösterreich)";"";2012;"Austria"
