"","mk","fr","ma","md","env","price_raw","ph","ra"
"494","""Volkswagen""","""12/2014""","""7.887""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18290","""125""","4.5"
"495","""Volkswagen""","""07/2014""","""27.300""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18328","""150""","4.8"
"496","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18376","""110""","3.9"
"497","""Volkswagen""","""05/2015""","""11.958""","""Golf Variant""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18380","""105""","null"
"498","""Volkswagen""","""09/2014""","""18.350""","""Golf""","""5,0 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18390","""105""","4.0"
"499","""Volkswagen""","""-/-""","""0""","""Golf Variant""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18395","""110""","4.0"
"500","""Volkswagen""","""11/2013""","""28.389""","""Golf Variant""","""5,3 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18410","""140""","3.8"
"501","""Volkswagen""","""04/2014""","""35.604""","""Golf""","""4,8 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18430","""105""","4.5"
"502","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","4.5"
"503","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","3.9"
"504","""Volkswagen""","""11/2015""","""9.872""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18440","""110""","4.3"
"505","""Volkswagen""","""07/2015""","""24.765""","""Golf Variant""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18444","""110""","3.9"
"506","""Volkswagen""","""02/2013""","""68.899""","""Golf""","""4,5 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18444","""150""","3.9"
"507","""Volkswagen""","""12/2013""","""23.766""","""Golf Plus""","""5,9 l/100 km (komb.)***, 140 g CO2/km (komb.)***""}","18450","""105""","4.2"
"508","""Volkswagen""","""-/-""","""5""","""Golf""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18450","""110""","4.4"
"509","""Volkswagen""","""02/2015""","""24.490""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18480","""110""","4.1"
"510","""Volkswagen""","""01/2015""","""4.609""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18490","""150""","4.5"
"511","""Volkswagen""","""-/-""","""10""","""Golf Variant""","""5,0 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18500","""110""","4.4"
"512","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","4.5"
"513","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","3.9"
"514","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18550","""110""","4.0"
"515","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18574","""110""","4.6"
"516","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""3,9 l/100 km (komb.)***, 101 g CO2/km (komb.)***""}","18587","""110""","4.5"
"517","""Volkswagen""","""-/-""","""1""","""Golf""","""5,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","18590","""150""","4.8"
"518","""Volkswagen""","""08/2015""","""26.710""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18667","""110""","4.2"
"519","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18700","""125""","4.4"
"520","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18722","""125""","3.9"
"521","""Volkswagen""","""-/-""","""1""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18725","""150""","4.4"
"522","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","4.5"
"523","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","3.9"
"524","""Volkswagen""","""05/2015""","""16.900""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18750","""110""","4.9"
"525","""Volkswagen""","""07/2015""","""24.800""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18759","""110""","4.4"
"526","""Volkswagen""","""08/2015""","""6.312""","""Golf""","""4,9 l/100 km (komb.)***, 112 g CO2/km (komb.)***""}","18777","""110""","4.0"
"527","""Volkswagen""","""04/2015""","""10.633""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18785","""110""","4.7"
"528","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18810","""110""","3.8"
"529","""Volkswagen""","""-/-""","""2""","""Golf Variant""","""5,3 l/100 km (komb.)***, 124 g CO2/km (komb.)***""}","18810","""122""","4.5"
"530","""Volkswagen""","""07/2015""","""19.250""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18830","""110""","4.2"
"531","""Volkswagen""","""-/-""","""1""","""Golf Variant""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18850","""110""","4.8"
"532","""Volkswagen""","""09/2015""","""9.720""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18870","""110""","4.1"
"533","""Volkswagen""","""07/2015""","""16.379""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18888","""150""","3.9"
"534","""Volkswagen""","""05/2015""","""7.388""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18888","""150""","4.0"
"535","""Volkswagen""","""07/2015""","""6.162""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18888","""110""","4.0"
"536","""Volkswagen""","""08/2015""","""24.835""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18888","""110""","4.0"
"537","""Volkswagen""","""08/2015""","""12.107""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18889","""110""","4.5"
"538","""Volkswagen""","""05/2015""","""9.500""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18890","""125""","4.4"
"539","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","4.5"
"540","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","3.9"
"541","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18900","""110""","4.4"
"542","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18903","""125""","4.5"
"543","""Volkswagen""","""06/2015""","""16.300""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18930","""110""","4.2"
"544","""Volkswagen""","""06/2015""","""50""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18950","""110""","4.1"
"545","""Volkswagen""","""09/2015""","""24.119""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"546","""Volkswagen""","""09/2015""","""26.596""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"547","""Volkswagen""","""06/2012""","""59.000""","""Golf""","""5,1 l/100 km (komb.)***, 134 g CO2/km (komb.)***""}","18980","""170""","4.2"
"548","""Volkswagen""","""03/2016""","""19.000""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18980","""110""","3.9"
"549","""Volkswagen""","""07/2015""","""27.549""","""Golf""","""3,2 l/100 km (komb.)***, 85 g CO2/km (komb.)***""}","18980","""110""","4.1"
"550","""Volkswagen""","""05/2015""","""14.119""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18980","""125""","4.1"
"551","""Volkswagen""","""11/2014""","""24.926""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18988","""125""","4.2"
"552","""Volkswagen""","""08/2015""","""20.962""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18990","""150""","3.9"
"553","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18990","""110""","4.8"
"554","""Volkswagen""","""-/-""","""1""","""Golf""","""2,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18990","""110""","4.8"
"555","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","19002","""110""","4.5"
"556","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","4.5"
"557","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","3.9"
"558","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","19127","""110""","4.5"
"559","""Volkswagen""","""-/-""","""0""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","19173","""110""","4.5"
"560","""Volkswagen""","""-/-""","""0""","""Golf""","""4,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","19246","""150""","3.9"
"561","""Volkswagen""","""10/2012""","""79.500""","""Golf""","""5,9 l/100 km (komb.)***, 156 g CO2/km (komb.)***""}","17990","""170""","4.3"
"562","""Volkswagen""","""07/2014""","""21.413""","""Golf Sportsvan""","""5,3 l/100 km (komb.)***, 126 g CO2/km (komb.)***""}","17990","""110""","4.2"
"563","""Volkswagen""","""05/2015""","""3.340""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""110""","3.3"
"564","""Volkswagen""","""03/2014""","""38.490""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","17990","""105""","4.1"
"565","""Volkswagen""","""08/2014""","""8.858""","""Golf Sportsvan""","""5,6 l/100 km (komb.)***, 132 g CO2/km (komb.)***""}","17990","""125""","4.8"
"566","""Volkswagen""","""12/2015""","""2.000""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""125""","4.4"
"567","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","4.5"
"568","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","3.9"
"569","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18154","""110""","4.6"
"570","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""4,0 l/100 km (komb.)***, 105 g CO2/km (komb.)***""}","18183","""110""","4.5"
"571","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","4.5"
"572","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","3.9"
"573","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18250","""110""","4.0"
"574","""Volkswagen""","""12/2014""","""7.887""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18290","""125""","4.5"
"575","""Volkswagen""","""07/2014""","""27.300""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18328","""150""","4.8"
"576","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18376","""110""","3.9"
"577","""Volkswagen""","""05/2015""","""11.958""","""Golf Variant""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18380","""105""","null"
"578","""Volkswagen""","""09/2014""","""18.350""","""Golf""","""5,0 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18390","""105""","4.0"
"579","""Volkswagen""","""-/-""","""0""","""Golf Variant""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18395","""110""","4.0"
"580","""Volkswagen""","""11/2013""","""28.389""","""Golf Variant""","""5,3 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18410","""140""","3.8"
"581","""Volkswagen""","""04/2014""","""35.604""","""Golf""","""4,8 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18430","""105""","4.5"
"582","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","4.5"
"583","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","3.9"
"584","""Volkswagen""","""11/2015""","""9.872""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18440","""110""","4.3"
"585","""Volkswagen""","""07/2015""","""24.765""","""Golf Variant""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18444","""110""","3.9"
"586","""Volkswagen""","""02/2013""","""68.899""","""Golf""","""4,5 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18444","""150""","3.9"
"587","""Volkswagen""","""12/2013""","""23.766""","""Golf Plus""","""5,9 l/100 km (komb.)***, 140 g CO2/km (komb.)***""}","18450","""105""","4.2"
"588","""Volkswagen""","""-/-""","""5""","""Golf""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18450","""110""","4.4"
"589","""Volkswagen""","""02/2015""","""24.490""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18480","""110""","4.1"
"590","""Volkswagen""","""01/2015""","""4.609""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18490","""150""","4.5"
"591","""Volkswagen""","""-/-""","""10""","""Golf Variant""","""5,0 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18500","""110""","4.4"
"592","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","4.5"
"593","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","3.9"
"594","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18550","""110""","4.0"
"595","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18574","""110""","4.6"
"596","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""3,9 l/100 km (komb.)***, 101 g CO2/km (komb.)***""}","18587","""110""","4.5"
"597","""Volkswagen""","""-/-""","""1""","""Golf""","""5,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","18590","""150""","4.8"
"598","""Volkswagen""","""08/2015""","""26.710""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18667","""110""","4.2"
"599","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18700","""125""","4.4"
"600","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18722","""125""","3.9"
"601","""Volkswagen""","""-/-""","""1""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18725","""150""","4.4"
"602","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","4.5"
"603","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","3.9"
"604","""Volkswagen""","""05/2015""","""16.900""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18750","""110""","4.9"
"605","""Volkswagen""","""07/2015""","""24.800""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18759","""110""","4.4"
"606","""Volkswagen""","""08/2015""","""6.312""","""Golf""","""4,9 l/100 km (komb.)***, 112 g CO2/km (komb.)***""}","18777","""110""","4.0"
"607","""Volkswagen""","""04/2015""","""10.633""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18785","""110""","4.7"
"608","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18810","""110""","3.8"
"609","""Volkswagen""","""-/-""","""2""","""Golf Variant""","""5,3 l/100 km (komb.)***, 124 g CO2/km (komb.)***""}","18810","""122""","4.5"
"610","""Volkswagen""","""07/2015""","""19.250""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18830","""110""","4.2"
"611","""Volkswagen""","""-/-""","""1""","""Golf Variant""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18850","""110""","4.8"
"612","""Volkswagen""","""09/2015""","""9.720""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18870","""110""","4.1"
"613","""Volkswagen""","""07/2015""","""16.379""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18888","""150""","3.9"
"614","""Volkswagen""","""05/2015""","""7.388""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18888","""150""","4.0"
"615","""Volkswagen""","""07/2015""","""6.162""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18888","""110""","4.0"
"616","""Volkswagen""","""08/2015""","""24.835""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18888","""110""","4.0"
"617","""Volkswagen""","""08/2015""","""12.107""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18889","""110""","4.5"
"618","""Volkswagen""","""05/2015""","""9.500""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18890","""125""","4.4"
"619","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","4.5"
"620","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","3.9"
"621","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18900","""110""","4.4"
"622","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18903","""125""","4.5"
"623","""Volkswagen""","""06/2015""","""16.300""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18930","""110""","4.2"
"624","""Volkswagen""","""06/2015""","""50""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18950","""110""","4.1"
"625","""Volkswagen""","""09/2015""","""24.119""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"626","""Volkswagen""","""09/2015""","""26.596""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"627","""Volkswagen""","""06/2012""","""59.000""","""Golf""","""5,1 l/100 km (komb.)***, 134 g CO2/km (komb.)***""}","18980","""170""","4.2"
"628","""Volkswagen""","""03/2016""","""19.000""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18980","""110""","3.9"
"629","""Volkswagen""","""07/2015""","""27.549""","""Golf""","""3,2 l/100 km (komb.)***, 85 g CO2/km (komb.)***""}","18980","""110""","4.1"
"630","""Volkswagen""","""05/2015""","""14.119""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18980","""125""","4.1"
"631","""Volkswagen""","""11/2014""","""24.926""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18988","""125""","4.2"
"632","""Volkswagen""","""08/2015""","""20.962""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18990","""150""","3.9"
"633","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18990","""110""","4.8"
"634","""Volkswagen""","""-/-""","""1""","""Golf""","""2,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18990","""110""","4.8"
"635","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","19002","""110""","4.5"
"636","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","4.5"
"637","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","3.9"
"638","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","19127","""110""","4.5"
"639","""Volkswagen""","""-/-""","""0""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","19173","""110""","4.5"
"640","""Volkswagen""","""-/-""","""0""","""Golf""","""4,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","19246","""150""","3.9"
"641","""Volkswagen""","""10/2012""","""79.500""","""Golf""","""5,9 l/100 km (komb.)***, 156 g CO2/km (komb.)***""}","17990","""170""","4.3"
"642","""Volkswagen""","""07/2014""","""21.413""","""Golf Sportsvan""","""5,3 l/100 km (komb.)***, 126 g CO2/km (komb.)***""}","17990","""110""","4.2"
"643","""Volkswagen""","""05/2015""","""3.340""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""110""","3.3"
"644","""Volkswagen""","""03/2014""","""38.490""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","17990","""105""","4.1"
"645","""Volkswagen""","""08/2014""","""8.858""","""Golf Sportsvan""","""5,6 l/100 km (komb.)***, 132 g CO2/km (komb.)***""}","17990","""125""","4.8"
"646","""Volkswagen""","""12/2015""","""2.000""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""125""","4.4"
"647","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","4.5"
"648","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","3.9"
"649","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18154","""110""","4.6"
"650","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""4,0 l/100 km (komb.)***, 105 g CO2/km (komb.)***""}","18183","""110""","4.5"
"651","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","4.5"
"652","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","3.9"
"653","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18250","""110""","4.0"
"654","""Volkswagen""","""12/2014""","""7.887""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18290","""125""","4.5"
"655","""Volkswagen""","""07/2014""","""27.300""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18328","""150""","4.8"
"656","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18376","""110""","3.9"
"657","""Volkswagen""","""05/2015""","""11.958""","""Golf Variant""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18380","""105""","null"
"658","""Volkswagen""","""09/2014""","""18.350""","""Golf""","""5,0 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18390","""105""","4.0"
"659","""Volkswagen""","""-/-""","""0""","""Golf Variant""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18395","""110""","4.0"
"660","""Volkswagen""","""11/2013""","""28.389""","""Golf Variant""","""5,3 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18410","""140""","3.8"
"661","""Volkswagen""","""04/2014""","""35.604""","""Golf""","""4,8 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18430","""105""","4.5"
"662","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","4.5"
"663","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","3.9"
"664","""Volkswagen""","""11/2015""","""9.872""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18440","""110""","4.3"
"665","""Volkswagen""","""07/2015""","""24.765""","""Golf Variant""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18444","""110""","3.9"
"666","""Volkswagen""","""02/2013""","""68.899""","""Golf""","""4,5 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18444","""150""","3.9"
"667","""Volkswagen""","""12/2013""","""23.766""","""Golf Plus""","""5,9 l/100 km (komb.)***, 140 g CO2/km (komb.)***""}","18450","""105""","4.2"
"668","""Volkswagen""","""-/-""","""5""","""Golf""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18450","""110""","4.4"
"669","""Volkswagen""","""02/2015""","""24.490""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18480","""110""","4.1"
"670","""Volkswagen""","""01/2015""","""4.609""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18490","""150""","4.5"
"671","""Volkswagen""","""-/-""","""10""","""Golf Variant""","""5,0 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18500","""110""","4.4"
