"","mk","fr","ma","md","env","price_raw","ph","ra"
"979","""Volkswagen""","""-/-""","""0""","""Golf Variant""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18395","""110""","4.0"
"980","""Volkswagen""","""11/2013""","""28.389""","""Golf Variant""","""5,3 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18410","""140""","3.8"
"981","""Volkswagen""","""04/2014""","""35.604""","""Golf""","""4,8 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18430","""105""","4.5"
"982","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","4.5"
"983","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","3.9"
"984","""Volkswagen""","""11/2015""","""9.872""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18440","""110""","4.3"
"985","""Volkswagen""","""07/2015""","""24.765""","""Golf Variant""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18444","""110""","3.9"
"986","""Volkswagen""","""02/2013""","""68.899""","""Golf""","""4,5 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18444","""150""","3.9"
"987","""Volkswagen""","""12/2013""","""23.766""","""Golf Plus""","""5,9 l/100 km (komb.)***, 140 g CO2/km (komb.)***""}","18450","""105""","4.2"
"988","""Volkswagen""","""-/-""","""5""","""Golf""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18450","""110""","4.4"
"989","""Volkswagen""","""02/2015""","""24.490""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18480","""110""","4.1"
"990","""Volkswagen""","""01/2015""","""4.609""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18490","""150""","4.5"
"991","""Volkswagen""","""-/-""","""10""","""Golf Variant""","""5,0 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18500","""110""","4.4"
"992","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","4.5"
"993","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","3.9"
"994","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18550","""110""","4.0"
"995","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18574","""110""","4.6"
"996","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""3,9 l/100 km (komb.)***, 101 g CO2/km (komb.)***""}","18587","""110""","4.5"
"997","""Volkswagen""","""-/-""","""1""","""Golf""","""5,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","18590","""150""","4.8"
"998","""Volkswagen""","""08/2015""","""26.710""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18667","""110""","4.2"
"999","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18700","""125""","4.4"
"1000","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18722","""125""","3.9"
"1001","""Volkswagen""","""-/-""","""1""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18725","""150""","4.4"
"1002","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","4.5"
"1003","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","3.9"
"1004","""Volkswagen""","""05/2015""","""16.900""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18750","""110""","4.9"
"1005","""Volkswagen""","""07/2015""","""24.800""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18759","""110""","4.4"
"1006","""Volkswagen""","""08/2015""","""6.312""","""Golf""","""4,9 l/100 km (komb.)***, 112 g CO2/km (komb.)***""}","18777","""110""","4.0"
"1007","""Volkswagen""","""04/2015""","""10.633""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18785","""110""","4.7"
"1008","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18810","""110""","3.8"
"1009","""Volkswagen""","""-/-""","""2""","""Golf Variant""","""5,3 l/100 km (komb.)***, 124 g CO2/km (komb.)***""}","18810","""122""","4.5"
"1010","""Volkswagen""","""07/2015""","""19.250""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18830","""110""","4.2"
"1011","""Volkswagen""","""-/-""","""1""","""Golf Variant""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18850","""110""","4.8"
"1012","""Volkswagen""","""09/2015""","""9.720""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18870","""110""","4.1"
"1013","""Volkswagen""","""07/2015""","""16.379""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18888","""150""","3.9"
"1014","""Volkswagen""","""05/2015""","""7.388""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18888","""150""","4.0"
"1015","""Volkswagen""","""07/2015""","""6.162""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18888","""110""","4.0"
"1016","""Volkswagen""","""08/2015""","""24.835""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18888","""110""","4.0"
"1017","""Volkswagen""","""08/2015""","""12.107""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18889","""110""","4.5"
"1018","""Volkswagen""","""05/2015""","""9.500""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18890","""125""","4.4"
"1019","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","4.5"
"1020","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","3.9"
"1021","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18900","""110""","4.4"
"1022","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18903","""125""","4.5"
"1023","""Volkswagen""","""06/2015""","""16.300""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18930","""110""","4.2"
"1024","""Volkswagen""","""06/2015""","""50""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18950","""110""","4.1"
"1025","""Volkswagen""","""09/2015""","""24.119""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"1026","""Volkswagen""","""09/2015""","""26.596""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"1027","""Volkswagen""","""06/2012""","""59.000""","""Golf""","""5,1 l/100 km (komb.)***, 134 g CO2/km (komb.)***""}","18980","""170""","4.2"
"1028","""Volkswagen""","""03/2016""","""19.000""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18980","""110""","3.9"
"1029","""Volkswagen""","""07/2015""","""27.549""","""Golf""","""3,2 l/100 km (komb.)***, 85 g CO2/km (komb.)***""}","18980","""110""","4.1"
"1030","""Volkswagen""","""05/2015""","""14.119""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18980","""125""","4.1"
"1031","""Volkswagen""","""11/2014""","""24.926""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18988","""125""","4.2"
"1032","""Volkswagen""","""08/2015""","""20.962""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18990","""150""","3.9"
"1033","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18990","""110""","4.8"
"1034","""Volkswagen""","""-/-""","""1""","""Golf""","""2,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18990","""110""","4.8"
"1035","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","19002","""110""","4.5"
"1036","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","4.5"
"1037","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","3.9"
"1038","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","19127","""110""","4.5"
"1039","""Volkswagen""","""-/-""","""0""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","19173","""110""","4.5"
"1040","""Volkswagen""","""-/-""","""0""","""Golf""","""4,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","19246","""150""","3.9"
"1041","""Volkswagen""","""10/2012""","""79.500""","""Golf""","""5,9 l/100 km (komb.)***, 156 g CO2/km (komb.)***""}","17990","""170""","4.3"
"1042","""Volkswagen""","""07/2014""","""21.413""","""Golf Sportsvan""","""5,3 l/100 km (komb.)***, 126 g CO2/km (komb.)***""}","17990","""110""","4.2"
"1043","""Volkswagen""","""05/2015""","""3.340""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""110""","3.3"
"1044","""Volkswagen""","""03/2014""","""38.490""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","17990","""105""","4.1"
"1045","""Volkswagen""","""08/2014""","""8.858""","""Golf Sportsvan""","""5,6 l/100 km (komb.)***, 132 g CO2/km (komb.)***""}","17990","""125""","4.8"
"1046","""Volkswagen""","""12/2015""","""2.000""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""125""","4.4"
"1047","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","4.5"
"1048","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","3.9"
"1049","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18154","""110""","4.6"
"1050","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""4,0 l/100 km (komb.)***, 105 g CO2/km (komb.)***""}","18183","""110""","4.5"
"1051","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","4.5"
"1052","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","3.9"
"1053","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18250","""110""","4.0"
"1054","""Volkswagen""","""12/2014""","""7.887""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18290","""125""","4.5"
"1055","""Volkswagen""","""07/2014""","""27.300""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18328","""150""","4.8"
"1056","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18376","""110""","3.9"
"1057","""Volkswagen""","""05/2015""","""11.958""","""Golf Variant""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18380","""105""","null"
"1058","""Volkswagen""","""09/2014""","""18.350""","""Golf""","""5,0 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18390","""105""","4.0"
"1059","""Volkswagen""","""-/-""","""0""","""Golf Variant""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18395","""110""","4.0"
"1060","""Volkswagen""","""11/2013""","""28.389""","""Golf Variant""","""5,3 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18410","""140""","3.8"
"1061","""Volkswagen""","""04/2014""","""35.604""","""Golf""","""4,8 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18430","""105""","4.5"
"1062","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","4.5"
"1063","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","3.9"
"1064","""Volkswagen""","""11/2015""","""9.872""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18440","""110""","4.3"
"1065","""Volkswagen""","""07/2015""","""24.765""","""Golf Variant""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18444","""110""","3.9"
"1066","""Volkswagen""","""02/2013""","""68.899""","""Golf""","""4,5 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18444","""150""","3.9"
"1067","""Volkswagen""","""12/2013""","""23.766""","""Golf Plus""","""5,9 l/100 km (komb.)***, 140 g CO2/km (komb.)***""}","18450","""105""","4.2"
"1068","""Volkswagen""","""-/-""","""5""","""Golf""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18450","""110""","4.4"
"1069","""Volkswagen""","""02/2015""","""24.490""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18480","""110""","4.1"
"1070","""Volkswagen""","""01/2015""","""4.609""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18490","""150""","4.5"
"1071","""Volkswagen""","""-/-""","""10""","""Golf Variant""","""5,0 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18500","""110""","4.4"
"1072","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","4.5"
"1073","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","3.9"
"1074","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18550","""110""","4.0"
"1075","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18574","""110""","4.6"
"1076","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""3,9 l/100 km (komb.)***, 101 g CO2/km (komb.)***""}","18587","""110""","4.5"
"1077","""Volkswagen""","""-/-""","""1""","""Golf""","""5,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","18590","""150""","4.8"
"1078","""Volkswagen""","""08/2015""","""26.710""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18667","""110""","4.2"
"1079","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18700","""125""","4.4"
"1080","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18722","""125""","3.9"
"1081","""Volkswagen""","""-/-""","""1""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18725","""150""","4.4"
"1082","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","4.5"
"1083","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,2 l/100 km (komb.)***, 120 g CO2/km (komb.)***""}","18749","""125""","3.9"
"1084","""Volkswagen""","""05/2015""","""16.900""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18750","""110""","4.9"
"1085","""Volkswagen""","""07/2015""","""24.800""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18759","""110""","4.4"
"1086","""Volkswagen""","""08/2015""","""6.312""","""Golf""","""4,9 l/100 km (komb.)***, 112 g CO2/km (komb.)***""}","18777","""110""","4.0"
"1087","""Volkswagen""","""04/2015""","""10.633""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18785","""110""","4.7"
"1088","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18810","""110""","3.8"
"1089","""Volkswagen""","""-/-""","""2""","""Golf Variant""","""5,3 l/100 km (komb.)***, 124 g CO2/km (komb.)***""}","18810","""122""","4.5"
"1090","""Volkswagen""","""07/2015""","""19.250""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18830","""110""","4.2"
"1091","""Volkswagen""","""-/-""","""1""","""Golf Variant""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18850","""110""","4.8"
"1092","""Volkswagen""","""09/2015""","""9.720""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18870","""110""","4.1"
"1093","""Volkswagen""","""07/2015""","""16.379""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18888","""150""","3.9"
"1094","""Volkswagen""","""05/2015""","""7.388""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18888","""150""","4.0"
"1095","""Volkswagen""","""07/2015""","""6.162""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18888","""110""","4.0"
"1096","""Volkswagen""","""08/2015""","""24.835""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18888","""110""","4.0"
"1097","""Volkswagen""","""08/2015""","""12.107""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18889","""110""","4.5"
"1098","""Volkswagen""","""05/2015""","""9.500""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18890","""125""","4.4"
"1099","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","4.5"
"1100","""Volkswagen""","""-/-""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18896","""110""","3.9"
"1101","""Volkswagen""","""-/-""","""10""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18900","""110""","4.4"
"1102","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","18903","""125""","4.5"
"1103","""Volkswagen""","""06/2015""","""16.300""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18930","""110""","4.2"
"1104","""Volkswagen""","""06/2015""","""50""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18950","""110""","4.1"
"1105","""Volkswagen""","""09/2015""","""24.119""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"1106","""Volkswagen""","""09/2015""","""26.596""","""Golf""","""3,9 l/100 km (komb.)***, 103 g CO2/km (komb.)***""}","18979","""110""","4.2"
"1107","""Volkswagen""","""06/2012""","""59.000""","""Golf""","""5,1 l/100 km (komb.)***, 134 g CO2/km (komb.)***""}","18980","""170""","4.2"
"1108","""Volkswagen""","""03/2016""","""19.000""","""Golf""","""4,9 l/100 km (komb.)***, 114 g CO2/km (komb.)***""}","18980","""110""","3.9"
"1109","""Volkswagen""","""07/2015""","""27.549""","""Golf""","""3,2 l/100 km (komb.)***, 85 g CO2/km (komb.)***""}","18980","""110""","4.1"
"1110","""Volkswagen""","""05/2015""","""14.119""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18980","""125""","4.1"
"1111","""Volkswagen""","""11/2014""","""24.926""","""Golf Sportsvan""","""5,4 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18988","""125""","4.2"
"1112","""Volkswagen""","""08/2015""","""20.962""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18990","""150""","3.9"
"1113","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18990","""110""","4.8"
"1114","""Volkswagen""","""-/-""","""1""","""Golf""","""2,5 kg/100 km (komb.)***, 94 g CO2/km (komb.)***""}","18990","""110""","4.8"
"1115","""Volkswagen""","""-/-""","""1""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","19002","""110""","4.5"
"1116","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","4.5"
"1117","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","19023","""150""","3.9"
"1118","""Volkswagen""","""-/-""","""1""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","19127","""110""","4.5"
"1119","""Volkswagen""","""-/-""","""0""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","19173","""110""","4.5"
"1120","""Volkswagen""","""-/-""","""0""","""Golf""","""4,3 l/100 km (komb.)***, 121 g CO2/km (komb.)***""}","19246","""150""","3.9"
"1121","""Volkswagen""","""10/2012""","""79.500""","""Golf""","""5,9 l/100 km (komb.)***, 156 g CO2/km (komb.)***""}","17990","""170""","4.3"
"1122","""Volkswagen""","""07/2014""","""21.413""","""Golf Sportsvan""","""5,3 l/100 km (komb.)***, 126 g CO2/km (komb.)***""}","17990","""110""","4.2"
"1123","""Volkswagen""","""05/2015""","""3.340""","""Golf""","""4,9 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""110""","3.3"
"1124","""Volkswagen""","""03/2014""","""38.490""","""Golf""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","17990","""105""","4.1"
"1125","""Volkswagen""","""08/2014""","""8.858""","""Golf Sportsvan""","""5,6 l/100 km (komb.)***, 132 g CO2/km (komb.)***""}","17990","""125""","4.8"
"1126","""Volkswagen""","""12/2015""","""2.000""","""Golf""","""5,0 l/100 km (komb.)***, 116 g CO2/km (komb.)***""}","17990","""125""","4.4"
"1127","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","4.5"
"1128","""Volkswagen""","""-/-""","""0""","""Golf""","""5,3 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18098","""125""","3.9"
"1129","""Volkswagen""","""08/2016""","""0""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18154","""110""","4.6"
"1130","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""4,0 l/100 km (komb.)***, 105 g CO2/km (komb.)***""}","18183","""110""","4.5"
"1131","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","4.5"
"1132","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,5 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18226","""125""","3.9"
"1133","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18250","""110""","4.0"
"1134","""Volkswagen""","""12/2014""","""7.887""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18290","""125""","4.5"
"1135","""Volkswagen""","""07/2014""","""27.300""","""Golf""","""4,1 l/100 km (komb.)***, 106 g CO2/km (komb.)***""}","18328","""150""","4.8"
"1136","""Volkswagen""","""-/-""","""0""","""Golf""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18376","""110""","3.9"
"1137","""Volkswagen""","""05/2015""","""11.958""","""Golf Variant""","""3,9 l/100 km (komb.)***, 102 g CO2/km (komb.)***""}","18380","""105""","null"
"1138","""Volkswagen""","""09/2014""","""18.350""","""Golf""","""5,0 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18390","""105""","4.0"
"1139","""Volkswagen""","""-/-""","""0""","""Golf Variant""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18395","""110""","4.0"
"1140","""Volkswagen""","""11/2013""","""28.389""","""Golf Variant""","""5,3 l/100 km (komb.)***, 125 g CO2/km (komb.)***""}","18410","""140""","3.8"
"1141","""Volkswagen""","""04/2014""","""35.604""","""Golf""","""4,8 l/100 km (komb.)***, 127 g CO2/km (komb.)***""}","18430","""105""","4.5"
"1142","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","4.5"
"1143","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18434","""110""","3.9"
"1144","""Volkswagen""","""11/2015""","""9.872""","""Golf""","""3,8 l/100 km (komb.)***, 99 g CO2/km (komb.)***""}","18440","""110""","4.3"
"1145","""Volkswagen""","""07/2015""","""24.765""","""Golf Variant""","""5,0 l/100 km (komb.)***, 115 g CO2/km (komb.)***""}","18444","""110""","3.9"
"1146","""Volkswagen""","""02/2013""","""68.899""","""Golf""","""4,5 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18444","""150""","3.9"
"1147","""Volkswagen""","""12/2013""","""23.766""","""Golf Plus""","""5,9 l/100 km (komb.)***, 140 g CO2/km (komb.)***""}","18450","""105""","4.2"
"1148","""Volkswagen""","""-/-""","""5""","""Golf""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18450","""110""","4.4"
"1149","""Volkswagen""","""02/2015""","""24.490""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18480","""110""","4.1"
"1150","""Volkswagen""","""01/2015""","""4.609""","""Golf""","""5,2 l/100 km (komb.)***, 123 g CO2/km (komb.)***""}","18490","""150""","4.5"
"1151","""Volkswagen""","""-/-""","""10""","""Golf Variant""","""5,0 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18500","""110""","4.4"
"1152","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","4.5"
"1153","""Volkswagen""","""-/-""","""0""","""Golf""","""5,2 l/100 km (komb.)***, 119 g CO2/km (komb.)***""}","18549","""150""","3.9"
"1154","""Volkswagen""","""-/-""","""0""","""Golf Sportsvan""","""5,1 l/100 km (komb.)***, 117 g CO2/km (komb.)***""}","18550","""110""","4.0"
